dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr,score
10067530,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10067530",W000312,,"Burke Estate",33.80014,-85.68329,NA,"United States",Alabama,Calhoun,M,"Cobalt, Nickel",,,Unknown,,N,Occurrence,,,,,,,,,,,"Coury, Anny B.",,,,,,,"PIERCE, W. G., 1944, U.S.G.S. BULL. 940-J, P. 265-285UNPUBLISHED CO-NI REPORTS",,,,,,,,,D
10184670,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10184670",W000312,0010150157,"Burke Estate",33.80014,-85.68326,NA,"United States",Alabama,Calhoun,M,Cobalt,,Nickel,Unknown,,,Occurrence,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"REF: CRIB RECORD NO. W000312.",,,,,,,,,D
10182164,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10182164",,4520000154,Buruktal,50.83126,60.76791,EU,Russia,,,M,Nickel,,Cobalt,Surface,,,Unknown,,,,,,,,,,,"Wilburn, David R.",,,,,,,"BGR.  UDSSR.  XXII, 1979.METALLGESELLSCHAFT.  WORLD MINING MAP.  1987.",,,,,,,,,D
10069221,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10069221",W002746,,"Burundi Nickel Copper, Cobalt, Platinum Prospect.",-2.99814,30.00129,AF,Burundi,,,M,"Cobalt, Copper, Platinum, Nickel",,,Unknown,,N,Occurrence,,,,,,,,,,,"Shaffer, Glenn L.",,,,,,,"METALS WEEK-METALS SOURCE BOOK, 10/8/73, ITEM # A4604",,,,,,,,,D
10024533,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10024533",ISM0256,,"Bushtrica Mine",41.11546,20.46849,EU,Albania,,,M,"Nickel, Cobalt, Iron",,,Unknown,,Y,Producer,,,,,,,,,"Bushtrice, Pishkash ?",,"Krauss, Ulrich H.",,"Peridotite,Serpentinite,Limestone",,,"Eastern Ultramafic Belt","Dinarides Mountains, Internal Ophiolites","PUMO, F., 1973, DONNEES GENERALES SUR LES GITES MINERAUX DE L'ALBANIE ET CARACTERES PARTICULIERS DE SES IMPORTANTS- GISEMENTS DE NICKEL LATERITIQUE:  PARIS, BUREAU DE RECHERCHES- GEOLOGIQUES ET MINIERES BULLETIN, SEC. 2, NO. 6, P. 451.ZITZMANN, A., 1977, THE IRON ORE DEPOSITS OF ALBANIA, IN ZITZMANN, A., ED., THE IRON ORE DEPOSITS OF EUROPE AND AD-JACENT AREAS--EXPLANATORY NOTES TO THE INTERNATIONAL MAP OF TH-E ORE DEPOSITS OF EUROPE, 1/12,500,000, VOLUME I:  HANNOVER (G-ERMANY, FEDERAL REPUBLIC), BUNDESANSTALT FUR GEOWISSENSCHAFTEN- UND ROHSTOFFE, P. 81-82.MINING MAGAZINE, 1982, MINING DIGEST--A LOOK AT ALBANIA'S MINING AND MINERALS INDUSTRY:  MINING MAGAZINE, V. 147, -NO. 3, P. 245-246. (C18)PA1:  REPORTER'S ESTIMATE",,,>,1984,,,,,B
10234042,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10234042",,0020670203,"Butte Creek Ultramafic",63.02352,-147.76336,NA,"United States",Alaska,,M,Nickel,,"Platinum, Copper, Cobalt",Unknown,,,Occurrence,,,,,,,,,,,Djb,,,,,,,"USBM OFR 34-90AK MINER, V19, #1USGS OF (FOLEY, 1991)",,,,,,,,,D
10006077,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10006077",BL10375,,"Caballo Jihuata Occurrence",-19.52261,-67.95783,SA,Bolivia,Oruro,,B,,,"Sodium, Cobalt",Unknown,,Y,"Past Producer",Trona,,,,,,,,"Salar De Coipasa, Salitrales Caballo Jihuata",,"Long, K.R.",,Evaporite,,,,,"BALLIVIAN, O., AND RISACHER, F., 1981, LOS SALARES DEL ALTIPLANO BOLIVIANO: PARIS, 0RSTOM, 276PCIMRI",,,,,,,,,C
10079614,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10079614",W029655,,"Cajalbana, Cuba",22.44227,-83.72215,CR,Cuba,"Pinar Del Rio",,M,Nickel,Cobalt,Iron,Unknown,,N,Occurrence,,,,,,,,,,,"Saam, Henning G.",,,,,,,"SCHNEIDER, H., 1957",,,,,,,,,D
10067854,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10067854",W000726,0160590610,"Calera Mine",45.12577,-114.35028,NA,"United States",Idaho,Lemhi,M,"Cobalt, Copper",Gold,"Nickel, Bismuth",Underground,"Blackbird Co Cu",S,"Past Producer","Bismuth, Chalcopyrite, Cobaltite, Safflorite","Biotite, Pyrite, Pyrrhotite, Quartz, Magnetite",,"Irregular LENS, PODS",Surface/Underground,,,,"Howe Sound Adit Mine","Shear Zones, Crests Of Folds","Coury, Anny B., Duncan, Daniel G. (Miller, Pat), Causey, J. Douglas, Meier, M. Lorrie, Ortman, Dale; Miller, Pat","Apple Creek Formation, Belt Supergroup",Quartzite,"Idaho Batholith-Granitic Rocks",Granite,"Blackbird Structural Block, Minor Folds",,"UMPLEBY, J.B., 1913, GEOLOGY AND ORE DEPOSITS OF LEMHI COUNTY, IDAHO: USGS BULL. 528, 182 P.VHAY, J.S., 1948, COBALT-COPPER DEPOSITS IN BLACKBIRD DISTRICT, LEMHI COUNTY, IDAHO: USGS STRATEGIC MINERALS INV. PRELIM. REPT. 3-219.VHAY, J.S., 1952, COBALT RESOURCES, CHAPTER V1 IN MATERIALS SURVEY, NATIONAL SECURITY RESOURCES BOARD.TRITES, A.F. JR. AND TOOKER, E.W., 1953, URANIUM AND THORIUM DEPOSITS IN EAST-CENTRAL IDAHO, SOUTHWESTERN MONTANA: USGS BULL. 988-H, P. 157-209.KOSCHMANN, A.H. AND BERGENDAHL, M.H., 1968, PRINCIPAL GOLD-PRODUCING DISTRICTS OF THE UNITED STATES: USGS PROF. PAPER 610, P. 135.MITCHELL, V.E., 1982, MINES AND PROSPECTS OF THE ELK CITY QUADRANGLE: Idaho Bureau of Mines and Geology Mines and Prospects Map Series, scale 1:250,000.REED, G.C., AND HERDLICK, J.A., 1947, BLACKBIRD COBALT DEPOSITS, LEMHI COUNTY, IDAHO: USBM R.I. 4012, 14 P.ITEM 8, UNPUBLISHED COBALT REPORT; ITEMS 1,2, KOSCHMANN, A.H. AND BERGENDAHL, M.H., 1968, USGS PROF. PAPER 610.",,,,,,1945,,"Calera Division Of Howe Sound Mining Co.",B
10023163,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10023163",HVN0091,,"Calientillo, Mina",-12.43396,-74.64829,SA,Peru,Huancavelica,,M,"Silver, Cobalt, Nickel, Zinc, Copper, Lead",,,Unknown,,U,Occurrence,,,,"CHISPAS Y VETILLAS",,,,,,,"Ing. Manuel Paz, Cabrera Cabrera, R. Luz",,,,,,,"TELLO, MANUEL. 1965, INFORME MINA CALIENTILLO. BANCO MINERO DEL PERU B6864",,,,,,,,,D
10306000,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10306000",,,Callahan,34.07653,-85.32665,NA,"United States",Georgia,Polk,M,Manganese,,"Nickel, Cobalt",Unknown,Residual,,Unknown,"Manganese Ox-Hydrous",,,,,,,,,,"Woodruff, Laurel G., Cocker, Mark D.",,,,,"Dolomite, Knox Dolomite",,"Pierce, W.G., 1944, Cobalt-Bearing Manganese Deposits Of Alabama, Georgia, And Tennessee: U.S.Geological Survey Bulletin 940-J., P.265-285.Pierce, W.G., 1944, Cobalt-Bearing Manganese Deposits Of Alabama, Georgia, And Tennessee: U.S.Geological Survey Bulletin 940-J., P.265-285.",,,,,,,,,D
10144078,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144078",W000730,0132330015,"Callahan Property   Cave Spring",34.07653,-85.32665,NA,"United States",Georgia,Polk,M,,,"Manganese, Cobalt",Surface-Underground,,,"Past Producer",,,"Chert, Clay, Hollandite, Lithiophorite",,,,,,,,Sapakoff,,,,,,,"HULL J.P.D., ET.AL., GEOL. SUR. OF GA., BULL 35, 1919, PP 16PIERCE, W.G., USGS BULL 940-J, 1943, P 272.WATSON, T.L., PH.D, GEOL. SUR. OF GA., BULL. 14, 1908, PP. 1",,,,,,,,,C
10211078,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10211078",,0060150248,"Cam Laterite",41.88042,-123.89395,NA,"United States",California,"Del Norte",M,"Cobalt, Nickel",,Chromium,Unknown,,,Occurrence,,,,,,,,,"Cam Nos 1-15",,"Ridenour, James",,,,,,,,,,,,,,,,E
10138628,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10138628",,0060150116,"Cam Laterite Ext.",41.89152,-123.86555,NA,"United States",California,"Del Norte",M,"Nickel, Cobalt",,Chromium,Unknown,,,Occurrence,,,,,,,,,"Gtr Nos 1-18, Wonder Mine",,"Ridenour, James",,,,,,,"INDEX OF DMEA REPTS (CALIF-NEV) P  16",,,,,,,,,D
60000619,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=60000619",ISM0272,,"Canala-Bogota Mining District",-21.51361,166.19852,OC,France,"Territory of New Caledonia and Dependencies",,M,"Nickel, Cobalt",,,Unknown,"LATERITE, RESIDUAL ENRICHMENT",Y,Producer,,,,,,,,,,,"FOOSE, MICHAEL P.",,,,,"TROPICAL WEATHERING",,"NEW CALEDONIA SERVICE DES MINES ET DE LA GEOLOGIE, [1980-84], RAPPORT ANNUEL--NOUVELLE-CALEDONIE ET DEPENDANCES -1979-83:  SERVICE DES MINES ET DE LA GEOLOGIE, 5 V. (PC1-PC2)PARIS, J.P., 1981, GEOLOGIE DE LA NOUVELLE-CALEDONIE-UN ESSAI DE SYNTHESE:  [FRANCE] BUREAU DE RECHERCHES GEOLOGIQ-UES ET MINIERES, MEMOIRE DU B.R.G.M., NO. 113, 278 P. (PA8, PC-1)MINING MAGAZINE, 1974, NICKEL PRODUCTION IN NEW CALEDONIA:  MINING MAGAZINE, V. 130, NO. 5 (MAY), P. 336-349.  (RR-1)",,1875,<,1983,,,,,D
10090503,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10090503",CS00312,,"Cano Sucio Prospect",10.58995,-84.22354,NA,"Costa Rica",,,M,"Platinum, Gold, Nickel, Chromium, Cobalt, Titanium, Metal",,,Unknown,Unknown,N,Occurrence,,,,,,,,,,,"Howe, Stephen S.",,,,,,,"DIRECCION GENERAL DE GEOLOGIA, MINAS E HIDROCARBUROS (DGMH) UNPUBLISHED FILES VIEWED 1986.U.S. GEOLOGICAL SURVEY, DIRECCION GENERAL DE GEOLOGIA, MINAS E HIDROCARBUROS, UNIVERSIDAD DE COSTA RICA, 1987, MINERAL RESOURCE ASSESSMENT OF THE REPUBLIC OF COSTA RICA:  U.S. GEOLOGICAL SURVEY MISCELLANEOUS INVESTIGATION SERIES MAP I-1865, 75 P.",,,,,,,,,D
10282918,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10282918",,0020680165,"Canwell Glacier",63.33106,-145.62743,NA,"United States",Alaska,,B,Copper,,"Asbestos, Gold, Nickel, PGE, Cobalt",Unknown,,,Occurrence,,,,,,,,,,,Djb,,,,,,,"ADGGS GR 2USGS MAP MF-1996AUSGS OF (FOLEY, 1991)USBM OFR 14-90METALL. SOCIETY:  PROCESS MINERALOGY VII, P. 197-220ADGGS PDF 89-20",,,,,,,,,D
10255491,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10255491",,1220200021,Captain,47.28413,-65.88203,NA,Canada,"New Brunswick",,M,Copper,"Cobalt, Gold, Silver",,Underground,,,Prospect,,,,,,,,,"Captain Mines",,"Porter, Kenneth E.",,,,,,,"ANNIS, R.C., D.A. CRANSTONE AND M. VALLEE, A SURVEY OF KNOWNMINERAL DEPOSITS IN CANADA THAT ARE NOT BEING MINED;ENERGY,MINES AND RESOURCES CANADA, MINERALS, MR 181,1978,P.13.MR 223, 1989, NB-47.",,,,,,1956,,,D
10068855,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10068855",W002123,,"Caraiba Copper Deposit",-9.8501,-39.86421,SA,Brazil,Bahia,,B,Copper,"Silver, Cobalt, Gold, Nickel, Phosphorus-Phosphates, Talc-Soapstone",,Unknown,,L,Producer,"Bismuthinite, Bornite, Chalcocite, Chalcopyrite, Chrysocolla, Covellite, Cubanite, Digenite, Malachite, Millerite, Pentlandite, Pyrite, Pyrrhotite, Sphalerite, Talc, Tetrahedrite","Forsterite, Hornblende, Ilmenite, Magnetite, Phlogopite",,"ONE DEPOSIT IS CIRCULAR, THE OTHER IS LONG AND LENTICULAR",,,,"Copper Formed From A Cooling Magma, Then Distributed By Folding And Faulting. Secondary Oxide Minerals Fill Fractures In A 30 M. Zone; Secondary Sulphides Fill Joints In A 5-20 M. Zone Above The Water Table.","Jaguiarari, Caraiba","Ore In Layered Sequences With Norite And Pyroxenite Occurs In East Limb Of Sse Plunging Anticline.","Pierce, Herbert A., Leonard, Kenneth R., Page, Norman J., Warfle, Thomas M.",,"Norite,Orthopyroxenite",Supracrustal;Infracrustal;Syntectonic,"Quartzite,Gneiss,Amphibolite","Northerly Trending Folds Plunging To The South.","Precambrian Shield, Sao Francisco Craton","WRITTEN COMMUNICATION FROM M.G. WHITEDE LIMA E SILVA, F.G., CAVALCANTE, P.R.B., DE SA E.P., D'EL REY SILVA, L.J.H., AND MACHADO, J.C.M., 1988, DEPOSITO DE COBRE DE CARAIBA E O DISTRITO CUPRIFERO DO VALE DO RIO CURACA, BAHIA, IN PRINCIPAIS DEPOSITOS MINERAIS DO BRASIL, EDS., C. SCHOBBENHAUS AND C.E.S. COELHO: MINISTERIO DAS MINAS E ENERGIA, BRASILIA, V. III, P. 11-32.ANUARIO MINERAL BRASILEIRO, 1980.MINING MAGAZINE, DEC. 1976, P. 527-535.MINING MAGAZINE, JUNE 1981, P. 483-484.MINING MAGAZINE, V. 292, NO. 7502, P. 423.LEWIS, R.W., 1966, A GEOCHEMICAL INVESTIGATION OF THE CARAIBA DEPOSIT, BAHIA, BRAZIL:  U.S. GEOLOGICAL SURVEY PROFESSIONAL PAPER 550C, P. C190-C196.TOWNEND, R., FERREIRA, P.M., FRANKE, N.D., COMPANHIA VALE DO RIO DOCE, 1980, CARAIBA, A NEW COPPER DEPOSIT IN BRAZIL: APPLIED EARTH SCIENCE, V. 89, P. B159-B164.DE LIMA E SILVA AND OTHERS (1988).ANUARIO MINERAL BRASILEIRO (1980).",,,,,,1578,,"Gabriel Soares",C
10271757,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10271757",,0350010110,"Carbonatite Deposit",35.17867,-106.30668,NA,"United States","New Mexico",Bernalillo,M,Cobalt,,,Unknown,,,Unknown,,,,,,,,,,,"New Mexico Bureau Of Mines And Mineral Resources",,,,,,,"ANALYSIS YIELDED 0.259 PERCENT NIOBRIUM OXIDENMBM MEMOIR 29,1975,P104",,,,,,,,,D
10281585,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10281585",,0020390058,"Caribou Mountain",66.41495,-150.60741,NA,"United States",Alaska,,M,Chromium,,"Cobalt, Nickel, Platinum",Unknown,,,Prospect,,,,,,,,,,,Mjn/Djb,,,,,,,"MTA 82               No. B-23USBM IC 8915USBM IC 8916USGS BULL 1312-J, J1-J7USGS MAP MF-492ADGGS GEOL RPT 35USGS PP 1000USGS OF (FOLEY, 1991)",,,,,,1975,,,C
10257922,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10257922",,0020490125,"Cascaden Ridge",65.44856,-148.83774,NA,"United States",Alaska,,M,Chromium,,"Cobalt, Nickel",Unknown,,,Prospect,,,,,,,,,"Foster and Parker, Lost, Jane, Hop, Last, June",,Dwb,,,,,,,"ALASKA KARDEX 049-317",,,,,,,,,D
10028820,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10028820",M006040,,"Casey & Bach Claim",38.29713,-120.69879,NA,"United States",California,Calaveras,M,Cobalt,,,Unknown,,N,Occurrence,,,,,,,,,,,"Gere, W.",,,,,,,"CALIF. REPT. 21, P. 142CALIF. COUNTY REPT. NO. 2, P. 131",,,,,,,,,D
10235334,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10235334",M006040,0060090500,"Casey & Bach Claim",38.30211,-120.69541,NA,"United States",California,Calaveras,M,Cobalt,,,Underground,,,Unknown,,,,,,,,,,,"Western Field Operations Center (WFOC)",,,,,,,"CALIF REPORT 21, P 142.CALIF COUNTY REPORT NO. 2, P 131.",,,,,,,,,D
10185564,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10185564",,0020850247,"Cc 1-68",61.7054,-147.09432,NA,"United States",Alaska,,M,Gold,,"Cobalt, Copper, Lead, Molybdenum, Nickel, Silver, Zinc",Unknown,,,Prospect,,,,,,,,,"Nelchina Glacier",,Hfd,,,,,,,"AOF126AMR 81-82ALASKA KARDEX 085-546",,,,,,1979,,,D
10274540,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10274540",M015604,0410150283,"Cedar Springs Laterite",42.04422,-123.85286,NA,"United States",Oregon,Curry,M,Nickel,,"Cobalt, Chromium",Surface,,,Occurrence,,,,,,,,,"Cedar Springs",,"Western Field Operations Center (WFOC)",,,,,,,"OR. DEPT. GEOL. AND MIN. INDUST. BULLETIN 93, 1977, P. 47.OR. DEPT. GEOL. AND MIN. INDUST. MISC. PAPER 20, 1978,P. 20-22.",,,,,,,,,D
10097038,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10097038",M015604,,"Cedar Springs  Laterite",42.04426,-123.85283,NA,"United States",Oregon,Curry,M,"Nickel, Cobalt, Chromium",,,Unknown,,Y,Prospect,,,,,,,,"Leaching And Oxidation By Surficial Weathering",,,"Bradley, Robin (Walker, George W.), Ferns, Mark L. (Brooks, Howard C.), Gray, Jerry J.","Josephine Peridotite",Serpentinite,"Josephine ;Josephine",Dacite,,,"RAMP, LEN, 1978 , INVESTIGATIONS OF NICKEL IN OREGON:  ODGMI MISC. PAPER NO. 20 , P. 20 - 22RAMP, L. AND OTHERS, 1977, GEOLOGY, MINERAL RESOURCES AND ROCK MATERIAL OF CURRY COUNTY, OREGON; ODGMI BULL. 93, P.471975 DIREXPL LEN RAMP - SEVEN HAND-AUGER SAMPLES1977 DIREXPL INSPIRATION DEVELOPMENT COMPANY, U.S. BUREAU OF MINES",,,,,,,,,B
10152428,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10152428",OR06364,0410330453,"Cedar Springs Nickel Deposit",42.04512,-123.84696,NA,"United States",Oregon,Josephine,M,Nickel,"Cobalt, Chromium",Iron,Unknown,,,Occurrence,,,"Chalcedony, Chromite, Garnierite, Goethite, Hematite, Limonite, Sepiolite, Serpentine, Talc, Wad",,Surface,,,,"Cedar Springs Laterite",,Hillman,,,,,,,"OR. DEPT. GEOL. AND MIN. INDUST. BULLETIN 100, 1979,PLATE 2, NO. 438.",,,,,,1975,,,C
10400362,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10400362",,,"C.E. Lowry, Trustee, Properties",34.58307,-92.60557,NA,"United States",Arkansas,Saline,,Nickel,Cobalt,,Underground,,,Prospect,,,,,Underground,,,,"McMillen-Lowry Property",,"J. R. Thoenen",,,,,,,,,,,,,,,,E
10092813,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10092813",MX02787,,"Cerro Colorado",26.23366,-107.40056,NA,Mexico,Chihuahua,,M,"Copper, Molybdenum",,Cobalt,Unknown,,U,Occurrence,Molybdenite,"Quartz, Sericite",,"INTRUSIVE-HYDROTHERMAL BRECCIA",,"79: Porphyry Cu-Mo","Molybdenite Associated With Seircite, Kaolinite After Feldspar",,,"Vein And Fissures","Staude, John-Mark G.",,Diorite,,"Andesite,Plutonic Rock",,,"SOCIEDAD GEOLOGICA MEXICANA A.C., 1985, PLANO GEOLOGICO MINERO DE CHIHUAHUA, MEXICO: CONSEJO DE RECURSOS MINERALES AND FEDERAL GOVERNMENT OF MEXICO D.F., 1 SHEET, SCALE 1:500,000.SCHULTZE, G., 1952B, UN IMPORTANTE YACIMIENTO DE MOLIBDENITA EN EL MUNICIPIO DE GUADALUPE Y CALVO,CHIHUAHUA; CONCEJO DE RECURSOS NATURALES, INSTITUTO NACIONAL PARA LA INVESTIGACION DE RECURSOS MINERALES, BULLETIN 34-D, P. 31-42.DAMON, P.E., SHAFIQULLAH, M., AND CLARK, K.F., 1983, GEOCHRONOLOGY OF THE PORPHYRY COPPER DEPOSITS AND RELATED MINERALIZATION OF MEXICO: CANADIAN JOURNAL OF EARTH SCIENCES, V. 20, NO. 6, P. 1052-1071.CIMRI",,,,,,,,,C
10068456,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10068456",W001516,,"Cerro Matoso",7.91786,-75.58304,SA,Colombia,Cordoba,,M,Nickel,,"Chromium, Iron, Cobalt",Unknown,,Y,Producer,"Garnierite, Goethite, Limonite",,,"IRREGULAR BLANKET",,"110: Lateritic Ni","Lateritization And Saprolitization","Alternating Wet And Dry Seasons Under Humid Tropical Regime, With Low Relief.",,"Probably Related To Long-Standing, Slightly Elevated Water Table.","Orris, Greta J., Irving, Earl M.",,Peridotite,,Serpentinite,"Reg.Struct: N-Ne Trending Foldbelt, With Strike Faulting.  Observed N-S 20 Km To S.","N-Extension Of Western Cordillera ; Eugeosyncline","ALVARADO, BENJAMIN, 1970 , IRON ORE DEPOSITS OF SOUTH AMERICA, IN SURVEY ON WORLD IRON ORE RESOURCES--OCCURRENCE AND APPRAISAL: NEW YORK, UNITED NATIONS, P. 302 - 380 . 433 QUN22SMOGAMBO AREA TO THE SOUTH, IN HALL, R.B. AND FEININGER, T. AND BARRERO L., D., RICO H., H., AND ALVAREZ A., J., INGEOMINAS, 1971.METALS WEEK-METALS SOURCEBOOK, 10/14/74, ITEM #B4617.MINING ENGINEERING, 1974, OCTOBER, P. 30.METALS WEEK, 6/17/74, P. 79.MINING JOURNAL, 6/21/74, P. 505; 9/19/75, P. 215.METALS WEEK - METALS SOURCEBOOK, 5/20/74, ITEM #2844.CORNWALL, H.R., 1973, NICKEL:  U.S. GEOLOGICAL SURVEY PROFESSIONAL PAPER 820, P. 441.AMERICAN METAL MARKET, 7/16/71.AMERICAN METAL MARKET, 2/10/71.WALL STREET JOURNAL, 1/28/74.GOMEZ, R., OGRYZLO, C.T., AND DOR, A.A., 1979, THE CERRO MATOSO NICKEL PROJECT, IN EVANS, D.J.I.,  SHOEMAKER, R.S., AND VELTMAN, H., EDS., INTERNATIONAL LATERITE SYMPOSIUM:  AMERICAN INSTITUTE OF MINING, METALLURGICAL AND PETROLEUM ENGINEERS,  P. 412-458.MINING MAGAZINE, 9/75, P. 205.U.S. BUREAU OF MINES PREPRINT FOR 1974 MINERALS YEARBOOKMINING ANNUAL REVIEW, 1978, CENTRAL AND SOUTH AMERICA--COLOMBIA:  LONDON, MINING JOURNAL, LTD.DEYOUNG AND OTHERS, 1985:  U.S. GEOLOGICAL SURVEY CIRCULAR 930-D, 62 P.HALL, R., FEININGER, T., AND THERS, 1971, RECURSOS MINERALES DE LOS DEPARTMENTOS DE ANTIOQUIA, CALDES:  COL. BOL. GEOL., V. 18, NO. 2, P. 39-45.MINING MAGAZINE, 1982, PANORAMA--COLUMBIAN FERRONICKEL PROJECT ON STREAM:  MINING MAGAZINE, V. 147, NO. 2, P. 79-8-1.  (RR8,P. 81)ROSKILL INFORMATION SERVICES, 1977, THE ECONOMICS OF NICKEL, 2D ED.:  LONDON, ROSKILL INFORMATION SERVICES, LTD.,  587 P.ENGINEERING AND MINING JOURNAL, 1982, COLOMBIA'S CERRO MATOSO POISED FOR 1982 FERRONICKEL PRODUCTION START:  V. 183, NO. 1, P. 35-37.SALAK, JOHN, 1984, BILLITON OPTIMISTIC ON FUTURE:  AMERICAN METAL MARKET, V. 92, NO. 134, P. 1, 16.MINING ANNUAL REVIEW, 1983, CENTRAL AND SOUTH AMERICA-COLOMBIA:  LONDON, MINING JOURNAL, LTD.,  P. 355-356; P. 318-319.1962 DIREXPL HANNA MINING CO., POSITIVE.CONFIDENTIAL, COMPANIA COLOMBIANA DE NIQUEL(1/3 INSTITUTO FOMENTO INDUSTRIAL, 1/3 CHEVRON PETROLEUM COMPANY, 1/3 HANNA MINING COMPANY).CIMRIHALL AND OTHERS, 1971",,1982,,,,1956,,"Chevron Petroleum Company, Colombia",A
10024505,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10024505",ISM0227,,"Cerro Matoso Mine",7.91786,-75.58304,SA,Colombia,Cordoba,,M,"Iron, Cobalt, Chromium, Nickel",,,Unknown,,N,Prospect,,,,,,,,,,,"Foose, Michael P.",,Peridotite,,,"Tropical Weathering",,"GOMEZ, R., OGRYZLO, C.T., AND DOR, A.A., 1979, THE CERRO MATOSO NICKEL PROJECT, IN EVANS, D.J.I., SHOEMAKER, R.S.,- VELTMAN, H., EDS., INTERNATIONAL LATERITE SYMPOSIUM:  AMERICA-N INSTITUTE OF MINING, METALLURGICAL AND PETROLEUM ENGINEERS, -P. 412-458. (RR3)MINING ANNUAL REVIEW, 1978, CENTRAL AND SOUTH AMERICA--COLOMBIA:  LONDON, MINING JOURNAL, LTD. (RR2)MINING MAGAZINE, 1982, PANORAMA--COLUMBIAN FERRONICKEL PROJECT ON STREAM:  MINING MAGAZINE, V. 147, NO. 2, P. 79-8-1.  (RR8,P. 81)ROSKILL INFORMATION SERVICES, 1977, THE ECONOMICS OF NICKEL, 2D ED.:  LONDON, ROSKILL INFORMATION SERVICES, LTD., -(587) P. (RR1,C18,PA8)ENGINEERING AND MINING JOURNAL, 1982, COLOMBIA'S CERRO MATOSO POISED FOR 1982 FERRONICKEL PRODUCTION START:  ENGIN-EERING AND MINING JOURNAL, V. 183, NO. 1, P. 35-37. (PC1, PC8,- RR8)SALAK, JOHN, 1984, BILLITON OPTIMISTIC ON FUTURE:  AMERICAN METAL MARKET, V. 92, NO. 134 (11 JULY), P. 1, 16. (PA1-)MINING ANNUAL REVIEW, 1983, CENTRAL AND SOUTH AMERICA-COLOMBIA:  LONDON, MINING JOURNAL, LTD. P. 355-356.MINING ANNUAL REVIEW, 1983, CENTRAL AND SOUTH AMERICA--COLOMBIA:  LONDON, MINING JOURNAL, LTD.  P. 318-319.PA1:  RF6, P. 16; PA8:  RF4 PC1, PC8:  RF5",,1980,,,,1956,,,C
10231331,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10231331",,4520000409,"Chaiskoye Fields",57.16446,110.4159,EU,Russia,,,M,"Copper, Nickel",Cobalt,,Unknown,,,Occurrence,,,"Chalcopyrite, Magnetite, Pentlandite",,,,,,"No Other Known Name.",,"Collins, Dan",,,,,,,"INTERFAX, MINING REPORT, P. 5-6 (APRIL 6-13, 1992).",,,,,,,,,D
10282764,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10282764",,0020950368,"Chamberlain Bay",60.87268,-147.18035,NA,"United States",Alaska,,M,Copper,,Cobalt,Unknown,,,Prospect,,,"Chalcopyrite, Pyrite, Pyrrhotite",,,,,,,,Mpm,,,,,,,"B1246                pp. 63-73.B1139                363 pp.I273MIRL 27              179 pp.BMOF83-81            229 pp.MF880A               # 191.MLA5-84              218 pp., (Locality S-112).",,,,,,,,,C
