rec_id,value
147,"Geological Survey of Canada Open File 2915b, 256 p"
147,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)"
147,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
148,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)"
148,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
148,"Geological Survey of Canada Open File 2915b, 256 p"
149,"Geological Survey of Canada Open File 2915b, 256 p"
149,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)"
149,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
150,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
151,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
152,"Seyfullin, S.S., Kalinin, S.K. Strutinskiyi, A.V., and Fayn, E. Ye. 1974, 1974, Rhenium in stratified copper  deposits and showings in west central Kazakstan: Geochemistry International, v. 11, no. 2 p. 414-418."
153,"Seyfullin, S.S., Kalinin, S.K. Strutinskiyi, A.V., and Fayn, E. Ye. 1974, 1974, Rhenium in stratified copper  deposits and showings in west central Kazakstan: Geochemistry International, v. 11, no. 2 p. 414-418."
154,"Seyfullin, S.S., Kalinin, S.K. Strutinskiyi, A.V., and Fayn, E. Ye. 1974, 1974, Rhenium in stratified copper  deposits and showings in west central Kazakstan: Geochemistry International, v. 11, no. 2 p. 414-418."
155,"Seyfullin, S.S., Kalinin, S.K. Strutinskiyi, A.V., and Fayn, E. Ye. 1974, 1974, Rhenium in stratified copper  deposits and showings in west central Kazakstan: Geochemistry International, v. 11, no. 2 p. 414-418."
156,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
157,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
158,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
159,"Seyfullin, S.S., Kalinin, S.K. Strutinskiyi, A.V., and Fayn, E. Ye. 1974, 1974, Rhenium in stratified copper  deposits and showings in west central Kazakstan: Geochemistry International, v. 11, no. 2 p. 414-418."
160,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
160,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)"
160,"Geological Survey of Canada Open File 2915b, 256 p"
161,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
162,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
163,"Samonov, I. Z., and Pozharisky, I.F., 1977, Deposits of copper in Smirnov, V.I. , ed., Ore Deposits of the USSR, v.2, London Pitman Publishing, p. 106-182."
163,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
164,"Seyfullin, S.S., Kalinin, S.K. Strutinskiyi, A.V., and Fayn, E. Ye. 1974, 1974, Rhenium in stratified copper  deposits and showings in west central Kazakstan: Geochemistry International, v. 11, no. 2 p. 414-418."
164,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
165,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
165,"Samonov, I. Z., and Pozharisky, I.F., 1977, Deposits of copper in Smirnov, V.I. , ed., Ore Deposits of the USSR, v.2, London Pitman Publishing, p. 106-182."
166,"Samonov, I. Z., and Pozharisky, I.F., 1977, Deposits of copper in Smirnov, V.I. , ed., Ore Deposits of the USSR, v.2, London Pitman Publishing, p. 106-182."
166,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
167,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
168,"Seyfullin, S.S., Kalinin, S.K. Strutinskiyi, A.V., and Fayn, E. Ye. 1974, 1974, Rhenium in stratified copper  deposits and showings in west central Kazakstan: Geochemistry International, v. 11, no. 2 p. 414-418."
169,"Seyfullin, S.S., Kalinin, S.K. Strutinskiyi, A.V., and Fayn, E. Ye. 1974, 1974, Rhenium in stratified copper  deposits and showings in west central Kazakstan: Geochemistry International, v. 11, no. 2 p. 414-418."
170,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
170,"Gablina, I. F., 1981, New data on formation conditions of the Dzhezkazgan copper deposit: International Geology Review, v. 23, p.1303-1311."
170,"Samonov, I. Z., and Pozharisky, I.F., 1977, Deposits of copper in Smirnov, V.I. , ed., Ore Deposits of the USSR, v.2, London Pitman Publishing, p. 106-182."
171,"Samonov, I. Z., and Pozharisky, I.F., 1977, Deposits of copper in Smirnov, V.I. , ed., Ore Deposits of the USSR, v.2, London Pitman Publishing, p. 106-182."
172,"Samonov, I. Z., and Pozharisky, I.F., 1977, Deposits of copper in Smirnov, V.I. , ed., Ore Deposits of the USSR, v.2, London Pitman Publishing, p. 106-182."
173,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
174,"Geological Survey of Canada Open File 2915b, 256 p"
174,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
174,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
175,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
175,"Geological Survey of Canada Open File 2915b, 256 p"
176,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
176,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)"
176,"Geological Survey of Canada Open File 2915b, 256 p"
177,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
177,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)"
177,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
177,"Geological Survey of Canada Open File 2915b, 256 p"
178,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
178,"Zhabin, A.G., 1973, Jurassic redeposition copper halo of  Paleozoic chalcopyrite ores: International Geology Review, V. 15, no. 4, p. 437-444."
178,"Geological Survey of Canada Open File 2915b, 256 p."
179,"Geological Survey of Canada Open File 2915b, 256 p"
179,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
179,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
180,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
180,"Geological Survey of Canada Open File 2915b, 256 p"
181,"Geological Survey of Canada Open File 2915b, 256 p"
181,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
181,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
182,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
182,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
182,"Geological Survey of Canada Open File 2915b, 256 p"
183,"Geological Survey of Canada Open File 2915b, 256 p"
183,"Davidson, C.F.,1965, A possble mode of origin of stratabound copper ores: Economic Geology, v. 60, p. 942-954."
183,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
184,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
184,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
184,"Geological Survey of Canada Open File 2915b, 256 p"
185,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
185,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
185,"Geological Survey of Canada Open File 2915b, 256 p"
186,"Geological Survey of Canada Open File 2915b, 256 p"
186,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
186,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
187,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
187,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)"
187,"Geological Survey of Canada Open File 2915b, 256 p"
188,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
188,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
188,"Geological Survey of Canada Open File 2915b, 256 p"
189,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
189,"Popov, V.M., 1962, Geologic regularities in the distribution of cupriferous sandstones in central Kazakhstan and the Northern  Tyan-Shan: International Geology Review, v. 4, p. 393-411."
189,"Geological Survey of Canada Open File 2915b, 256 p"
190,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
190,"Chu, H.J.,1935, The copper deposits of China in Copper Resources of the World, V.2"
190,"XVI International Geological Congress, Washington D.C., p 663-680."
190,"Geological Survey of Canada Open File 2915b, 256 p."
191,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
191,"Cheng, Shoude, 1989,  Geological characteristics and genesis of Tertiary copper-bearing sandstone occurrences along the northwestern margin of theTarim Basin, Xinjiang Uygur Autonomous Region, China in Boyle, R.W., Brown, A.C., Jefferson, C.W., Jowett, E.C., and Kirkham, R.V. eds., Sediment-hosted Stratiform Copper Deposits: Geological Association of Canada Special Paper 36, p. 661-665"
191,"Geological Survey of Canada Open File 2915b, 256 p."
192,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
192,"Geological Survey of Canada Open File 2915b, 256 p."
193,"Geological Survey of Canada Open File 2915b, 256 p."
193,"Cheng, Shoude, 1989,  Geological characteristics and genesis of Tertiary copper-bearing sandstone occurrences along the northwestern margin of theTarim Basin, Xinjiang Uygur Autonomous Region, China in Boyle, R.W., Brown, A.C., Jefferson, C.W., Jowett, E.C., and Kirkham, R.V. eds., Sediment-hosted Stratiform Copper Deposits: Geological Association of Canada Special Paper 36, p. 661-665"
193,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
194,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
194,"Cheng, Shoude, 1989,  Geological characteristics and genesis of Tertiary copper-bearing sandstone occurrences along the northwestern margin of theTarim Basin, Xinjiang Uygur Autonomous Region, China in Boyle, R.W., Brown, A.C., Jefferson, C.W., Jowett, E.C., and Kirkham, R.V. eds., Sediment-hosted Stratiform Copper Deposits: Geological Association of Canada Special Paper 36, p. 661-665"
194,"Geological Survey of Canada Open File 2915b, 256 p."
195,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
195,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)"
195,"Geological Survey of Canada Open File 2915b, 256 p"
196,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
196,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)"
196,"Geological Survey of Canada Open File 2915b, 256 p"
197,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
197,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)."
197,"Volnov, B.A., Leleshus, V.L., and Provotorov, N.G., 1978,  Presence of copper in the southwestern Darvaz: Doklady Akademii Nauk Tadzhikskoi SSR-CISTI, v. 21,  p. 37-40.  (in Russian)"
197,"Geological Survey of Canada Open File 2915b, 256 p"
198,"Geological Survey of Canada Open File 2915b, 256 p."
198,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
199,"Geological Survey of Canada Open File 2915b, 256 p."
199,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
200,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
200,"Geological Survey of Canada Open File 2915b, 256 p."
201,"Geological Survey of Canada Open File 2915b, 256 p"
201,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)."
201,"Volnov, B.A., Leleshus, V.L., and Provotorov, N.G., 1978,  Presence of copper in the southwestern Darvaz: Doklady Akademii Nauk Tadzhikskoi SSR-CISTI, v. 21,  p. 37-40.  (in Russian)"
201,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
202,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
202,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)"
202,"Geological Survey of Canada Open File 2915b, 256 p"
203,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
203,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)"
203,"Geological Survey of Canada Open File 2915b, 256 p"
204,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
204,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)"
204,"Geological Survey of Canada Open File 2915b, 256 p"
205,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
205,"Cheng, Shoude, 1989,  Geological characteristics and genesis of Tertiary copper-bearing sandstone occurrences along the northwestern margin of theTarim Basin, Xinjiang Uygur Autonomous Region, China in Boyle, R.W., Brown, A.C., Jefferson, C.W., Jowett, E.C., and Kirkham, R.V. eds., Sediment-hosted Stratiform Copper Deposits: Geological Association of Canada Special Paper 36, p. 661-665"
205,"Geological Survey of Canada Open File 2915b, 256 p."
206,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
206,"Geological Survey of Canada Open File 2915b, 256 p."
207,"XVI International Geological Congress, Washington D.C., p 663-680."
207,"Chu, H.J.,1935, The copper deposits of China in Copper Resources of the World, V.2"
207,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
207,"Geological Survey of Canada Open File 2915b, 256 p."
208,"Abdullah, S., Chmyriov, V.M., Stazhilo-Alekseev, K.F, Dronov, V.I.., Gannon, P.J., Lubemov, B.K., Kafarskiy,A.K.H, and Malyarov, E.P.,1977 Mineral resources of Afghanistan: Ministry of Mines and Industries, Afghan Geological and Mines Survey, Republic of Afghanistan, Kabul, Edition 2, 419 p."
209,"Abdullah, S., Chmyriov, V.M., Stazhilo-Alekseev, K.F, Dronov, V.I.., Gannon, P.J., Lubemov, B.K., Kafarskiy,A.K.H, and Malyarov, E.P.,1977 Mineral resources of Afghanistan: Ministry of Mines and Industries, Afghan Geological and Mines Survey, Republic of Afghanistan, Kabul, Edition 2, 419 p."
210,"Abdullah, S., Chmyriov, V.M., Stazhilo-Alekseev, K.F, Dronov, V.I.., Gannon, P.J., Lubemov, B.K., Kafarskiy,A.K.H, and Malyarov, E.P.,1977 Mineral resources of Afghanistan: Ministry of Mines and Industries, Afghan Geological and Mines Survey, Republic of Afghanistan, Kabul, Edition 2, 419 p."
211,"Abdullah, S., Chmyriov, V.M., Stazhilo-Alekseev, K.F, Dronov, V.I.., Gannon, P.J., Lubemov, B.K., Kafarskiy,A.K.H, and Malyarov, E.P.,1977 Mineral resources of Afghanistan: Ministry of Mines and Industries, Afghan Geological and Mines Survey, Republic of Afghanistan, Kabul, Edition 2, 419 p."
212,"Abdullah, S., Chmyriov, V.M., Stazhilo-Alekseev, K.F, Dronov, V.I.., Gannon, P.J., Lubemov, B.K., Kafarskiy,A.K.H, and Malyarov, E.P.,1977 Mineral resources of Afghanistan: Ministry of Mines and Industries, Afghan Geological and Mines Survey, Republic of Afghanistan, Kabul, Edition 2, 419 p."
213,"Abdullah, S., Chmyriov, V.M., Stazhilo-Alekseev, K.F, Dronov, V.I.., Gannon, P.J., Lubemov, B.K., Kafarskiy,A.K.H, and Malyarov, E.P.,1977 Mineral resources of Afghanistan: Ministry of Mines and Industries, Afghan Geological and Mines Survey, Republic of Afghanistan, Kabul, Edition 2, 419 p."
214,"Abdullah, S., Chmyriov, V.M., Stazhilo-Alekseev, K.F, Dronov, V.I.., Gannon, P.J., Lubemov, B.K., Kafarskiy,A.K.H, and Malyarov, E.P.,1977 Mineral resources of Afghanistan: Ministry of Mines and Industries, Afghan Geological and Mines Survey, Republic of Afghanistan, Kabul, Edition 2, 419 p."
214,"Geoloical Survey of Canada Open File 2915b, 256 p."
214,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
215,"Abdullah, S., Chmyriov, V.M., Stazhilo-Alekseev, K.F, Dronov, V.I.., Gannon, P.J., Lubemov, B.K., Kafarskiy,A.K.H, and Malyarov, E.P.,1977 Mineral resources of Afghanistan: Ministry of Mines and Industries, Afghan Geological and Mines Survey, Republic of Afghanistan, Kabul, Edition 2, 419 p."
215,"Geological Survey of Canada Open File 2915b, 256 p."
215,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
216,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
216,"Geological Survey of Canada Open File 2915b, 256 p."
216,"Abdullah, S., Chmyriov, V.M., Stazhilo-Alekseev, K.F, Dronov, V.I.., Gannon, P.J., Lubemov, B.K., Kafarskiy,A.K.H, and Malyarov, E.P.,1977 Mineral resources of Afghanistan: Ministry of Mines and Industries, Afghan Geological and Mines Survey, Republic of Afghanistan, Kabul, Edition 2, 419 p."
217,"Shah, S.M., 1980, Stratigraphy and economic geology of the Central Salt Range: Records of the Geological Survey of Pakistan, v. 52"
218,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
218,"Geological Survey of Canada Open File 2915b, 256 p."
218,"XVI International Geological Congress, Washington D.C., p 663-680."
218,"Chu, H.J.,1935, The copper deposits of China in Copper Resources of the World, V.2"
219,"Chen, w., 1977 The geological characteristics, minerogenetic effects and ore-finding indices of the terrestrial sandstone copper ore of the Mesozoic era in southern regions of China; Academia Geologica Sinica, v. 3."
219,"Wang, Y., Chen, C., He, G., and Chen, J. 1981 An outline of the marine Triassic in China: International Union of Geological Sciences, Internationa; Subcommission on Triassic Stratigraphy, Tozer, E.T., ed., 21 p."
220,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
220,"Chen, W., 1988, Mesozoic and Cenozoic sandstone-hosted copper deposits in South China: Mineralium Deposita, v. 23, p. 262-267."
220,"Geological Survey of Canada Open File 2915b, 256 p."
221,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
221,"XVI International Geological Congress, Washington D.C., p 663-680."
221,"Geological Survey of Canada Open File 2915b, 256 p."
221,"Chu, H.J.,1935, The copper deposits of China in Copper Resources of the World, V.2"
222,"XVI International Geological Congress, Washington D.C., p 663-680."
222,"Geological Survey of Canada Open File 2915b, 256 p."
222,"Chu, H.J.,1935, The copper deposits of China in Copper Resources of the World, V.2"
222,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
223,"XVI International Geological Congress, Washington D.C., p 663-680."
223,"Geological Survey of Canada Open File 2915b, 256 p."
223,"Chu, H.J.,1935, The copper deposits of China in Copper Resources of the World, V.2"
223,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
224,"XVI International Geological Congress, Washington D.C., p 663-680."
224,"Geological Survey of Canada Open File 2915b, 256 p."
224,"Chu, H.J.,1935, The copper deposits of China in Copper Resources of the World, V.2"
224,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
225,"Chen, W., 1988, Mesozoic and Cenozoic sandstone-hosted copper deposits in South China: Mineralium Deposita, v. 23, p. 262-267."
225,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
225,"Geological Survey of Canada Open File 2915b, 256 p."
226,"Geoloigcal Survey of Canada Open File 2915b, 256 p."
226,"Laznika, P., 1981, Data on the worldwide distribution of stratiform and stratabound ore deposits, Chapter 2 in Wolf, K.H., ed, Handbook of Stratiform and Stratabound Ore Deposits, Part III, p. 79-389."
226,"Hua, Renmin, 1991, A study on the Kunyang Aulocogen: ActaGeologica Sinica, v. 4,  p.131-144."
226,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
227,"Ran, Chongying, 1983, On genetic model of Donchuan type stata-bound copper deposit: Scientia Sinica (Series B), v. 26, p. 983-995."
227,"Warren, John, 1997, Evaporites, their evolution and economics: Blackwell Science, Oxford, p. 312."
227,"Hua, Renmin, 1990, The sedimentation-reworking genesis of Dogchuan-type stratiform copper deposits: Chinese Journal of Geochemistry, v. 9,  p.231-243."
227,"Ruan, Huichu, Hua, Renmin, and Cox, D.P., 1991, Copper deposition by fluid mixing in deformed strata adjacent to a salt diapir, Dongchuan area, Yunnan Province, China: Economic Geology, v. 86, p. 1539-1545."
228,"Ruan, Huichu, Hua, Renmin, and Cox, D.P., 1991, Copper deposition by fluid mixing in deformed strata adjacent to a salt diapir, Dongchuan area, Yunnan Province, China: Economic Geology, v. 86, p. 1539-1545."
